ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida
P4922,2024-01-23,101,11,60
P4923,2024-01-09,49,24,28
P4924,2024-01-27,137,24,46
P4925,2024-01-14,56,23,48
P4926,2024-01-25,118,33,91
P4927,2024-01-15,84,34,13
P4928,2024-01-15,87,20,22
P4929,2024-01-08,158,41,91
P4930,2024-01-23,72,51,36
P4931,2024-01-13,200,27,35
P4932,2024-01-03,128,18,97
P4933,2024-01-07,36,44,45
P4934,2024-01-06,149,50,73
P4935,2024-01-03,211,31,40
P4936,2024-01-14,94,48,14
P4937,2024-01-19,115,18,84
P4938,2024-01-23,35,37,54
P4939,2024-01-12,168,47,30
P4940,2024-01-21,71,52,89
P4941,2024-01-24,161,39,93
P4942,2024-01-25,131,55,14
P4943,2024-01-19,236,54,19
P4944,2024-01-16,204,51,13
P4945,2024-01-05,85,10,45
P4946,2024-01-15,134,36,30
P4947,2024-01-07,90,22,33
P4948,2024-01-30,63,10,65
P4949,2024-01-19,124,17,41
P4950,2024-01-30,230,60,49
P4951,2024-01-17,64,52,18
P4952,2024-01-02,111,58,87
P4953,2024-01-11,168,48,57
P4954,2024-01-15,43,29,42
P4955,2024-01-19,128,40,73
P4956,2024-01-22,106,25,90
P4957,2024-01-24,107,18,34
P4958,2024-01-17,221,56,51
P4959,2024-01-29,217,22,21
P4960,2024-01-12,87,60,90
P4961,2024-01-21,237,20,16
P4962,2024-01-27,128,27,97
P4963,2024-01-18,34,41,67
P4964,2024-01-03,93,56,81
P4965,2024-01-16,146,26,22
P4966,2024-01-04,69,46,20
P4967,2024-01-25,230,56,30
P4968,2024-01-19,205,45,59
P4969,2024-01-23,225,30,48
P4970,2024-01-06,174,40,95
P4971,2024-01-10,158,53,51
P4972,2024-01-17,64,21,14
P4973,2024-01-31,33,36,49
P4974,2024-01-20,138,60,93
P4975,2024-01-02,116,34,37
P4976,2024-01-30,186,46,83
P4977,2024-01-09,39,38,23
P4978,2024-01-08,137,22,37
P4979,2024-01-12,146,57,23
P4980,2024-01-30,89,43,35
P4981,2024-01-06,152,40,61
P4982,2024-01-01,76,39,21
P4983,2024-01-27,204,44,52
P4984,2024-01-31,148,25,84
P4985,2024-01-22,86,11,28
P4986,2024-01-17,69,50,37
P4987,2024-01-03,237,42,28
P4988,2024-01-18,60,18,61
P4989,2024-01-13,175,32,11
P4990,2024-01-29,169,56,89
P4991,2024-01-29,98,35,46
P4992,2024-01-23,157,33,22
P4993,2024-01-19,216,39,70
P4994,2024-01-08,160,51,69
P4995,2024-01-06,130,60,72
P4996,2024-01-16,129,45,99
P4997,2024-01-22,40,28,13
P4998,2024-01-07,140,34,82
P4999,2024-01-29,96,52,65
P5000,2024-01-07,200,55,11
P5001,2024-01-31,34,27,22
P5002,2024-01-14,134,29,64
P5003,2024-01-11,160,43,61
P5004,2024-01-05,234,17,30
P5005,2024-01-29,216,20,23
P5006,2024-01-12,124,50,28
P5007,2024-01-18,33,46,97
P5008,2024-01-15,180,34,39
P5009,2024-01-30,116,45,18
P5010,2024-01-22,150,32,27
P5011,2024-01-29,179,29,42
P5012,2024-01-01,110,28,92
P5013,2024-01-30,60,36,52
P5014,2024-01-15,160,10,46
P5015,2024-01-11,182,12,57
P5016,2024-01-06,119,24,52
P5017,2024-01-27,32,13,17
P5018,2024-01-24,78,24,14
P5019,2024-01-06,164,56,27
P5020,2024-01-18,230,44,36
P5021,2024-01-30,202,26,63
P5022,2024-01-23,216,42,73
P5023,2024-01-24,240,15,25
P5024,2024-01-25,140,35,93
P5025,2024-01-07,92,17,76
P5026,2024-01-03,77,19,70
P5027,2024-01-18,72,29,92
P5028,2024-01-02,212,12,80
P5029,2024-01-11,84,27,79
P5030,2024-01-25,178,36,83
P5031,2024-01-09,180,43,96
P5032,2024-01-28,127,38,43
P5033,2024-01-18,184,47,57
P5034,2024-01-27,206,46,94
P5035,2024-01-24,123,20,24
P5036,2024-01-27,148,11,22
P5037,2024-01-23,226,31,19
P5038,2024-01-20,128,50,69
P5039,2024-01-31,86,18,46
P5040,2024-01-05,240,23,52
P5041,2024-01-27,229,34,82
P5042,2024-01-01,207,21,50
P5043,2024-01-27,44,56,100
P5044,2024-01-17,84,17,38
P5045,2024-01-20,143,21,24
P5046,2024-01-15,94,47,65
P5047,2024-01-03,170,30,88
P5048,2024-01-16,35,45,28
P5049,2024-01-19,60,11,18
P5050,2024-01-16,73,12,30
P5051,2024-01-09,182,38,48
P5052,2024-01-07,39,25,60
P5053,2024-01-15,46,21,68
P5054,2024-01-02,185,47,49
P5055,2024-01-04,81,54,71
P5056,2024-01-18,117,41,47
P5057,2024-01-18,140,19,99
P5058,2024-01-24,41,55,51
P5059,2024-01-05,114,52,72
P5060,2024-01-24,183,37,93
P5061,2024-01-30,83,22,56
P5062,2024-01-21,126,33,44
P5063,2024-01-11,133,52,41
P5064,2024-01-26,163,30,41
P5065,2024-01-31,180,31,12
P5066,2024-01-29,114,30,36
P5067,2024-01-28,44,47,46
P5068,2024-01-08,168,41,81
P5069,2024-01-21,210,54,14
P5070,2024-01-26,235,35,17
P5071,2024-01-15,158,57,82
P5072,2024-01-25,61,40,49
P5073,2024-01-12,65,13,21
P5074,2024-01-05,231,42,21
P5075,2024-01-18,58,57,68
P5076,2024-01-08,117,37,27
P5077,2024-01-15,195,49,47
P5078,2024-01-12,207,60,78
P5079,2024-01-24,54,43,61
P5080,2024-01-10,123,35,44
P5081,2024-01-06,107,34,41
P5082,2024-01-12,39,15,98
P5083,2024-01-10,174,42,27
P5084,2024-01-24,120,23,74
P5085,2024-01-15,111,52,86
P5086,2024-01-14,154,22,27
P5087,2024-01-19,181,34,31
P5088,2024-01-01,65,58,82
P5089,2024-01-11,213,52,77
P5090,2024-01-23,80,20,14
P5091,2024-01-03,129,25,79
P5092,2024-01-29,92,34,46
P5093,2024-01-14,33,29,97
P5094,2024-01-26,222,50,99
P5095,2024-01-02,74,52,34
P5096,2024-01-08,239,38,31
P5097,2024-01-08,143,29,96
P5098,2024-01-05,144,23,32
P5099,2024-01-13,128,41,88
P5100,2024-01-25,140,46,49
P5101,2024-01-27,152,17,41
P5102,2024-01-21,210,58,63
P5103,2024-01-22,95,55,47
P5104,2024-01-30,101,17,24
P5105,2024-01-03,199,11,57
P5106,2024-01-18,164,51,22
P5107,2024-01-14,231,28,71
P5108,2024-01-16,135,36,59
P5109,2024-01-05,79,14,71
P5110,2024-01-02,54,44,22
P5111,2024-01-08,156,50,43
P5112,2024-01-17,217,57,60
P5113,2024-01-31,225,46,93
P5114,2024-01-18,71,29,11
P5115,2024-01-05,160,59,91
P5116,2024-01-14,84,24,69
P5117,2024-01-27,56,24,85
P5118,2024-01-01,69,33,95
P5119,2024-01-03,141,30,88
P5120,2024-01-03,226,41,51
P5121,2024-01-05,106,25,71
P5122,2024-01-26,214,13,61
P5123,2024-01-09,123,27,33
P5124,2024-01-05,37,53,53
P5125,2024-01-18,209,52,48
P5126,2024-01-14,236,40,31
P5127,2024-01-18,168,19,92
P5128,2024-01-27,71,38,95
P5129,2024-01-21,89,57,94
P5130,2024-01-21,89,10,79
P5131,2024-01-23,101,52,35
P5132,2024-01-19,202,41,46
P5133,2024-01-11,200,19,38
P5134,2024-01-12,121,48,94
P5135,2024-01-07,89,21,73
P5136,2024-01-09,99,15,59
P5137,2024-01-18,41,33,71
P5138,2024-01-10,177,58,22
P5139,2024-01-04,140,41,78
P5140,2024-01-07,34,32,86
P5141,2024-01-29,77,36,85
P5142,2024-01-09,170,57,16
P5143,2024-01-28,71,23,31
P5144,2024-01-17,119,10,14
P5145,2024-01-03,111,50,76
P5146,2024-01-08,104,26,64
P5147,2024-01-13,77,55,75
P5148,2024-01-08,145,12,37
P5149,2024-01-13,147,49,74
P5150,2024-01-03,147,10,17
P5151,2024-01-31,127,26,67
P5152,2024-01-13,93,53,18
P5153,2024-01-13,223,20,34
P5154,2024-01-07,143,13,92
P5155,2024-01-15,92,36,92
P5156,2024-01-04,217,12,12
P5157,2024-01-28,166,19,60
P5158,2024-01-04,150,56,89
P5159,2024-01-23,185,11,69
P5160,2024-01-17,91,20,85
P5161,2024-01-10,157,16,83
P5162,2024-01-17,73,25,53
P5163,2024-01-01,214,11,52
P5164,2024-01-14,56,34,97
P5165,2024-01-25,130,20,12
P5166,2024-01-01,34,28,85
P5167,2024-01-15,60,52,41
P5168,2024-01-19,187,57,16
P5169,2024-01-08,206,28,36
P5170,2024-01-12,134,12,39
P5171,2024-01-01,58,20,47
P5172,2024-01-31,46,42,93
P5173,2024-01-24,224,34,52
P5174,2024-01-12,191,57,33
P5175,2024-01-12,88,50,51
P5176,2024-01-28,51,28,80
P5177,2024-01-27,168,17,54
P5178,2024-01-06,165,10,91
P5179,2024-01-05,74,37,58
P5180,2024-01-11,173,49,54
P5181,2024-01-28,128,17,12
P5182,2024-01-28,148,32,76
P5183,2024-01-02,91,47,62
P5184,2024-01-25,102,57,94
P5185,2024-01-15,114,45,30
P5186,2024-01-26,131,60,21
P5187,2024-01-02,74,60,39
P5188,2024-01-31,153,49,80
P5189,2024-01-19,131,35,21
P5190,2024-01-12,230,13,31
P5191,2024-01-24,176,37,72
P5192,2024-01-16,41,21,34
P5193,2024-01-09,164,42,12
P5194,2024-01-29,129,55,41
P5195,2024-01-27,70,13,17
P5196,2024-01-29,240,28,93
P5197,2024-01-19,89,52,36
P5198,2024-01-15,96,16,98
P5199,2024-01-29,170,46,93
P5200,2024-01-18,85,39,52
P5201,2024-01-17,215,27,36
P5202,2024-01-20,86,17,17
P5203,2024-01-27,78,46,71
P5204,2024-01-07,217,54,11
P5205,2024-01-05,216,27,88
P5206,2024-01-17,149,16,10
P5207,2024-01-23,221,11,45
P5208,2024-01-18,234,23,53
P5209,2024-01-16,43,37,68
P5210,2024-01-15,64,53,30
P5211,2024-01-06,56,28,97
P5212,2024-01-16,92,44,25
P5213,2024-01-09,189,10,44
P5214,2024-01-15,45,42,17
P5215,2024-01-13,148,14,45
P5216,2024-01-16,49,16,86
P5217,2024-01-02,170,47,42
P5218,2024-01-22,186,44,100
P5219,2024-01-24,88,20,98
P5220,2024-01-05,128,55,58
P5221,2024-01-31,145,34,79
P5222,2024-01-12,191,20,67
P5223,2024-01-30,204,44,92
P5224,2024-01-27,157,44,90
P5225,2024-01-20,182,11,90
P5226,2024-01-22,37,37,52
P5227,2024-01-10,99,27,92
P5228,2024-01-23,95,28,55
P5229,2024-01-22,54,23,22
P5230,2024-01-31,220,30,96
P5231,2024-01-06,83,48,38
P5232,2024-01-30,45,56,15
P5233,2024-01-10,42,29,71
P5234,2024-01-15,103,30,87
P5235,2024-01-02,77,11,47
P5236,2024-01-20,91,35,86
P5237,2024-01-19,98,55,65
P5238,2024-01-04,178,42,26
P5239,2024-01-11,198,41,76
P5240,2024-01-13,172,44,81
P5241,2024-01-29,209,35,52
P5242,2024-01-03,60,54,14
P5243,2024-01-02,86,28,71
P5244,2024-01-28,215,10,23
P5245,2024-01-25,168,32,54
P5246,2024-01-01,75,38,10
P5247,2024-01-03,159,33,25
P5248,2024-01-21,83,41,29
P5249,2024-01-26,166,35,84
P5250,2024-01-12,169,59,17
P5251,2024-01-21,84,32,85
P5252,2024-01-30,48,13,24
P5253,2024-01-17,225,34,59
P5254,2024-01-24,167,27,17
P5255,2024-01-27,204,47,71
P5256,2024-01-23,132,31,33
P5257,2024-01-09,76,31,57
P5258,2024-01-18,209,18,69
P5259,2024-01-06,171,42,92
P5260,2024-01-01,97,22,53
P5261,2024-01-15,231,15,88
P5262,2024-01-24,225,56,76
P5263,2024-01-23,46,22,29
P5264,2024-01-24,198,11,83
P5265,2024-01-16,135,38,98
P5266,2024-01-24,171,52,91
P5267,2024-01-01,136,36,17
P5268,2024-01-03,55,21,14
P5269,2024-01-02,136,51,28
P5270,2024-01-13,203,30,20
P5271,2024-01-26,158,56,99
P5272,2024-01-23,212,34,59
P5273,2024-01-15,179,34,50
P5274,2024-01-25,74,14,16
P5275,2024-01-16,34,32,72
P5276,2024-01-17,170,55,41
P5277,2024-01-28,195,54,86
P5278,2024-01-14,189,43,36
P5279,2024-01-20,84,30,40
P5280,2024-01-22,229,40,19
P5281,2024-01-19,150,47,52
P5282,2024-01-31,40,12,53
P5283,2024-01-10,209,50,53
P5284,2024-01-15,44,14,60
P5285,2024-01-06,146,33,100
P5286,2024-01-17,165,32,74
P5287,2024-01-07,117,46,22
P5288,2024-01-05,161,19,37
P5289,2024-01-12,172,44,81
P5290,2024-01-14,237,58,75
P5291,2024-01-16,179,15,37
P5292,2024-01-16,103,57,56
P5293,2024-01-25,95,38,19
P5294,2024-01-23,229,40,87
P5295,2024-01-21,235,59,53
P5296,2024-01-15,150,52,23
P5297,2024-01-11,78,16,74
P5298,2024-01-10,216,36,100
P5299,2024-01-04,218,47,59
P5300,2024-01-22,227,37,86
P5301,2024-01-29,180,22,74
P5302,2024-01-06,149,36,72
P5303,2024-01-04,148,50,89
P5304,2024-01-10,34,19,77
P5305,2024-01-20,172,23,60
P5306,2024-01-02,65,34,84
P5307,2024-01-23,209,20,37
P5308,2024-01-11,140,59,91
P5309,2024-01-10,46,11,74
P5310,2024-01-02,48,17,75
P5311,2024-01-10,164,54,57
P5312,2024-01-17,55,17,98
P5313,2024-01-31,208,18,12
P5314,2024-01-31,203,57,38
P5315,2024-01-07,55,23,64
P5316,2024-01-04,233,32,91
P5317,2024-01-08,226,13,21
P5318,2024-01-29,31,29,83
P5319,2024-01-12,110,40,62
P5320,2024-01-29,177,21,51
P5321,2024-01-23,234,25,12
P5322,2024-01-26,120,34,75
P5323,2024-01-14,39,16,24
P5324,2024-01-21,231,15,80
P5325,2024-01-29,165,10,49
P5326,2024-01-23,178,59,79
P5327,2024-01-13,68,16,88
P5328,2024-01-11,236,12,83
P5329,2024-01-03,210,25,22
P5330,2024-01-20,214,46,81
P5331,2024-01-17,60,60,80
P5332,2024-01-10,101,23,50
P5333,2024-01-02,103,25,97
P5334,2024-01-05,150,22,88
P5335,2024-01-22,203,50,43
P5336,2024-01-17,178,31,76
P5337,2024-01-04,170,52,55
P5338,2024-01-26,239,49,54
P5339,2024-01-25,41,39,98
P5340,2024-01-11,92,15,82
P5341,2024-01-01,157,39,52
P5342,2024-01-29,166,44,90
P5343,2024-01-13,219,13,50
P5344,2024-01-21,151,18,51
P5345,2024-01-02,97,28,11
P5346,2024-01-07,214,44,35
P5347,2024-01-15,107,42,39
P5348,2024-01-27,202,39,53
P5349,2024-01-24,223,23,56
P5350,2024-01-14,202,27,63
P5351,2024-01-19,220,11,55
P5352,2024-01-11,111,20,27
P5353,2024-01-12,38,48,41
P5354,2024-01-10,99,10,79
P5355,2024-01-09,174,13,18
P5356,2024-01-18,79,51,29
P5357,2024-01-01,142,25,10
P5358,2024-01-12,139,38,22
P5359,2024-01-23,39,47,73
P5360,2024-01-15,44,49,84
P5361,2024-01-01,46,27,32
P5362,2024-01-03,225,13,81
P5363,2024-01-10,138,35,57
P5364,2024-01-18,53,36,80
P5365,2024-01-06,51,11,78
P5366,2024-01-25,90,31,96
P5367,2024-01-03,87,10,44
P5368,2024-01-09,234,57,21
P5369,2024-01-31,141,28,63
P5370,2024-01-23,155,26,15
P5371,2024-01-18,80,25,65
P5372,2024-01-04,53,11,88
P5373,2024-01-20,68,17,81
P5374,2024-01-24,149,38,21
P5375,2024-01-18,200,55,49
P5376,2024-01-22,119,35,29
P5377,2024-01-21,211,14,37
P5378,2024-01-19,133,36,15
P5379,2024-01-23,180,36,84
P5380,2024-01-26,89,40,64
P5381,2024-01-10,100,12,99
P5382,2024-01-25,185,20,58
P5383,2024-01-30,53,18,64
P5384,2024-01-10,203,13,53
P5385,2024-01-09,164,52,67
P5386,2024-01-26,92,35,81
P5387,2024-01-11,227,24,99
P5388,2024-01-22,221,56,74
P5389,2024-01-13,135,53,88
P5390,2024-01-30,77,13,93
P5391,2024-01-29,203,41,90
P5392,2024-01-27,123,40,91
P5393,2024-01-04,133,53,19
P5394,2024-01-30,129,43,87
P5395,2024-01-21,211,27,58
P5396,2024-01-01,136,24,24
P5397,2024-01-23,176,14,33
P5398,2024-01-14,155,36,41
P5399,2024-01-07,158,50,34
P5400,2024-01-23,217,17,52
P5401,2024-01-01,155,53,38
P5402,2024-01-22,121,11,90
P5403,2024-01-28,164,37,100
P5404,2024-01-06,107,44,28
P5405,2024-01-20,196,15,71
P5406,2024-01-16,112,14,33
P5407,2024-01-27,91,30,54
P5408,2024-01-29,54,19,25
P5409,2024-01-15,170,37,26
P5410,2024-01-01,43,39,36
P5411,2024-01-11,124,24,35
P5412,2024-01-04,161,56,72
P5413,2024-01-24,84,47,38
P5414,2024-01-04,239,51,100
P5415,2024-01-25,62,18,70
P5416,2024-01-20,205,41,98
P5417,2024-01-31,167,48,95
P5418,2024-01-29,38,18,72
P5419,2024-01-28,161,19,86
P5420,2024-01-04,36,45,35
P5421,2024-01-30,46,16,47
P5422,2024-01-31,118,32,10
P5423,2024-01-26,134,36,17
P5424,2024-01-21,131,14,76
P5425,2024-01-26,92,20,16
P5426,2024-01-19,129,25,51
P5427,2024-01-29,113,49,42
P5428,2024-01-22,212,50,88
P5429,2024-01-20,239,51,86
P5430,2024-01-31,176,41,17
P5431,2024-01-28,172,57,16
P5432,2024-01-20,131,15,85
P5433,2024-01-15,134,12,45
P5434,2024-01-21,118,42,70
P5435,2024-01-18,232,43,10
P5436,2024-01-30,240,36,53
P5437,2024-01-09,49,51,15
P5438,2024-01-30,225,33,13
P5439,2024-01-20,34,42,18
P5440,2024-01-14,58,21,96
P5441,2024-01-24,41,55,21
P5442,2024-01-08,189,40,81
P5443,2024-01-22,145,57,14
P5444,2024-01-30,207,31,85
P5445,2024-01-19,65,26,41
P5446,2024-01-27,30,30,32
P5447,2024-01-31,55,13,90
P5448,2024-01-05,88,33,38
P5449,2024-01-11,240,56,35
P5450,2024-01-23,62,42,16
P5451,2024-01-13,111,60,17
P5452,2024-01-29,31,54,89
P5453,2024-01-05,141,16,31
P5454,2024-01-22,186,60,10
P5455,2024-01-27,230,31,24
P5456,2024-01-25,65,60,99
P5457,2024-01-19,103,11,97
P5458,2024-01-31,91,49,17
P5459,2024-01-11,155,34,33
P5460,2024-01-16,133,16,15
P5461,2024-01-29,133,32,56
P5462,2024-01-29,202,15,61
P5463,2024-01-20,217,13,46
P5464,2024-01-09,121,27,12
P5465,2024-01-29,173,21,66
P5466,2024-01-27,166,57,62
P5467,2024-01-23,47,29,63
P5468,2024-01-24,183,19,99
P5469,2024-01-10,170,59,77
P5470,2024-01-05,73,47,34
P5471,2024-01-22,90,10,86
P5472,2024-01-13,133,17,18
P5473,2024-01-13,117,23,27
P5474,2024-01-27,108,13,27
P5475,2024-01-05,115,50,75
P5476,2024-01-02,166,27,69
P5477,2024-01-08,125,14,12
P5478,2024-01-07,57,54,36
P5479,2024-01-02,177,44,90
P5480,2024-01-30,33,34,97
P5481,2024-01-14,237,39,38
P5482,2024-01-04,82,14,33
P5483,2024-01-16,52,37,74
P5484,2024-01-09,78,28,20
P5485,2024-01-09,124,21,73
P5486,2024-01-06,49,15,33
P5487,2024-01-19,205,38,50
P5488,2024-01-23,222,18,29
P5489,2024-01-04,77,55,85
P5490,2024-01-24,232,18,96
P5491,2024-01-06,61,23,50
P5492,2024-01-21,147,58,29
P5493,2024-01-09,186,37,69
P5494,2024-01-24,143,45,50
P5495,2024-01-02,158,46,65
P5496,2024-01-23,167,42,100
P5497,2024-01-07,189,16,80
P5498,2024-01-13,42,48,74
P5499,2024-01-31,181,12,49
P5500,2024-01-30,179,40,12
P5501,2024-01-21,107,48,52
P5502,2024-01-03,91,45,36
P5503,2024-01-24,200,26,45
P5504,2024-01-11,46,27,37
P5505,2024-01-03,65,57,48
P5506,2024-01-06,200,19,64
P5507,2024-01-10,53,44,56
P5508,2024-01-12,48,30,71
P5509,2024-01-05,99,37,84
P5510,2024-01-28,164,45,75
P5511,2024-01-22,223,55,31
P5512,2024-01-27,159,60,35
P5513,2024-01-30,170,16,66
P5514,2024-01-06,34,54,43
P5515,2024-01-10,181,30,55
P5516,2024-01-23,196,10,55
P5517,2024-01-21,102,10,18
P5518,2024-01-19,236,20,72
P5519,2024-01-31,48,42,33
P5520,2024-01-05,52,47,28
P5521,2024-01-11,204,60,81
P5522,2024-01-14,123,22,99
P5523,2024-01-01,120,56,23
P5524,2024-01-18,74,59,28
P5525,2024-01-31,111,46,69
P5526,2024-01-13,107,10,88
P5527,2024-01-24,166,14,40
P5528,2024-01-02,40,58,37
P5529,2024-01-19,168,48,79
P5530,2024-01-17,179,59,58
P5531,2024-01-09,33,45,36
P5532,2024-01-06,201,49,92
P5533,2024-01-15,123,17,71
P5534,2024-01-15,116,13,30
P5535,2024-01-05,175,11,42
P5536,2024-01-06,188,41,12
P5537,2024-01-10,49,11,86
P5538,2024-01-04,124,24,46
P5539,2024-01-17,175,19,55
P5540,2024-01-18,144,41,36
P5541,2024-01-23,87,30,64
P5542,2024-01-08,161,50,78
P5543,2024-01-22,57,53,33
P5544,2024-01-10,144,41,82
P5545,2024-01-08,43,53,56
P5546,2024-01-04,125,34,92
P5547,2024-01-22,185,40,64
P5548,2024-01-28,132,42,60
P5549,2024-01-04,187,20,11
P5550,2024-01-06,228,54,67
P5551,2024-01-17,132,26,89
P5552,2024-01-26,72,22,63
P5553,2024-01-14,138,57,83
P5554,2024-01-16,228,57,45
P5555,2024-01-19,56,17,58
P5556,2024-01-06,133,13,86
P5557,2024-01-17,41,19,76
P5558,2024-01-30,188,43,15
P5559,2024-01-30,195,56,84
P5560,2024-01-18,147,38,60
P5561,2024-01-22,153,55,76
P5562,2024-01-08,80,52,34
P5563,2024-01-05,149,45,15
P5564,2024-01-31,159,14,71
P5565,2024-01-26,140,55,76
P5566,2024-01-06,191,14,51
P5567,2024-01-05,34,35,82
P5568,2024-01-29,112,13,85
P5569,2024-01-10,240,31,47
P5570,2024-01-30,176,51,95
P5571,2024-01-04,102,57,84
P5572,2024-01-19,134,44,16
P5573,2024-01-04,224,28,60
P5574,2024-01-25,188,35,63
P5575,2024-01-30,108,31,71
P5576,2024-01-30,104,16,81
P5577,2024-01-01,103,22,94
P5578,2024-01-16,230,11,52
P5579,2024-01-06,37,16,85
P5580,2024-01-09,168,52,23
P5581,2024-01-05,44,13,80
P5582,2024-01-19,192,46,74
P5583,2024-01-09,162,34,13
P5584,2024-01-16,108,15,54
P5585,2024-01-17,146,27,40
P5586,2024-01-16,209,31,71
P5587,2024-01-11,227,54,93
P5588,2024-01-18,37,21,48
P5589,2024-01-16,134,49,88
P5590,2024-01-07,146,51,21
P5591,2024-01-27,225,34,70
P5592,2024-01-31,203,31,26
P5593,2024-01-21,44,47,26
P5594,2024-01-21,69,30,51
P5595,2024-01-23,79,43,32
P5596,2024-01-16,99,21,58
P5597,2024-01-17,149,43,97
P5598,2024-01-11,145,15,74
P5599,2024-01-22,172,17,70
P5600,2024-01-19,210,41,49
P5601,2024-01-22,238,47,24
P5602,2024-01-10,224,12,85
P5603,2024-01-12,213,55,97
P5604,2024-01-07,143,20,85
P5605,2024-01-23,100,18,67
P5606,2024-01-22,240,36,32
P5607,2024-01-21,193,49,79
P5608,2024-01-16,138,58,92
P5609,2024-01-30,45,14,14
P5610,2024-01-19,173,43,40
P5611,2024-01-10,229,17,94
P5612,2024-01-17,191,43,30
P5613,2024-01-28,83,10,53
P5614,2024-01-22,91,39,77
P5615,2024-01-28,220,39,99
P5616,2024-01-29,175,17,62
P5617,2024-01-18,46,55,13
P5618,2024-01-26,82,32,16
P5619,2024-01-20,129,40,15
P5620,2024-01-16,149,36,13
P5621,2024-01-20,209,17,74
P5622,2024-01-22,162,35,17
P5623,2024-01-26,176,34,74
P5624,2024-01-12,81,18,51
P5625,2024-01-13,175,47,99
P5626,2024-01-31,73,37,67
P5627,2024-01-14,170,20,93
P5628,2024-01-29,235,34,56
P5629,2024-01-20,127,27,90
P5630,2024-01-09,119,21,62
P5631,2024-01-27,142,41,38
P5632,2024-01-14,202,33,79
P5633,2024-01-31,141,50,32
P5634,2024-01-12,88,60,53
P5635,2024-01-03,126,30,73
P5636,2024-01-02,66,23,13
P5637,2024-01-31,233,50,50
P5638,2024-01-05,192,54,66
P5639,2024-01-19,71,32,71
P5640,2024-01-28,172,19,97
P5641,2024-01-20,97,41,84
P5642,2024-01-27,165,10,15
P5643,2024-01-13,77,15,55
P5644,2024-01-05,133,11,59
P5645,2024-01-31,34,42,49
P5646,2024-01-02,229,38,10
P5647,2024-01-13,112,56,64
P5648,2024-01-04,194,57,31
P5649,2024-01-20,231,47,64
P5650,2024-01-02,99,31,40
P5651,2024-01-06,45,45,54
P5652,2024-01-27,227,50,28
P5653,2024-01-30,90,42,68
P5654,2024-01-12,237,42,53
P5655,2024-01-25,70,16,70
P5656,2024-01-06,209,60,10
P5657,2024-01-13,198,11,10
P5658,2024-01-27,228,16,67
P5659,2024-01-09,135,53,63
P5660,2024-01-03,179,29,98
P5661,2024-01-01,196,56,97
P5662,2024-01-11,90,29,91
P5663,2024-01-09,165,17,94
P5664,2024-01-07,107,60,44
P5665,2024-01-30,205,16,47
P5666,2024-01-13,221,18,78
P5667,2024-01-08,54,23,61
P5668,2024-01-16,149,42,77
P5669,2024-01-06,119,17,75
P5670,2024-01-05,112,40,14
P5671,2024-01-31,107,54,41
P5672,2024-01-03,238,43,15
P5673,2024-01-01,96,55,93
P5674,2024-01-20,225,24,34
P5675,2024-01-15,50,18,97
P5676,2024-01-24,234,55,63
P5677,2024-01-15,205,40,32
P5678,2024-01-13,55,17,91
P5679,2024-01-09,144,53,44
P5680,2024-01-13,175,60,10
P5681,2024-01-20,161,34,27
P5682,2024-01-24,171,52,21
P5683,2024-01-22,146,40,78
P5684,2024-01-23,162,13,22
P5685,2024-01-13,91,38,82
P5686,2024-01-16,139,11,19
P5687,2024-01-22,34,60,26
P5688,2024-01-07,104,45,65
P5689,2024-01-15,113,40,55
P5690,2024-01-30,93,36,93
P5691,2024-01-07,208,51,50
P5692,2024-01-20,130,56,19
P5693,2024-01-19,123,25,11
P5694,2024-01-14,57,22,89
P5695,2024-01-02,59,57,42
P5696,2024-01-19,81,40,10
P5697,2024-01-03,47,52,38
P5698,2024-01-22,34,24,27
P5699,2024-01-09,152,47,44
P5700,2024-01-02,146,53,52
P5701,2024-01-01,118,46,97
P5702,2024-01-06,53,25,38
P5703,2024-01-05,160,20,42
P5704,2024-01-03,103,47,21
P5705,2024-01-06,61,28,42
P5706,2024-01-15,168,34,62
P5707,2024-01-02,39,32,71
P5708,2024-01-17,130,39,23
P5709,2024-01-18,180,50,84
P5710,2024-01-15,230,28,100
P5711,2024-01-26,240,25,84
P5712,2024-01-25,33,38,36
P5713,2024-01-30,101,57,11
P5714,2024-01-25,234,18,38
P5715,2024-01-06,120,29,40
P5716,2024-01-03,144,32,31
P5717,2024-01-24,134,25,71
P5718,2024-01-30,66,23,75
P5719,2024-01-16,84,32,64
P5720,2024-01-07,60,36,49
P5721,2024-01-27,116,12,93
P5722,2024-01-11,33,32,71
P5723,2024-01-04,155,27,44
P5724,2024-01-22,136,18,33
P5725,2024-01-19,53,33,18
P5726,2024-01-01,40,15,31
P5727,2024-01-10,118,38,88
P5728,2024-01-08,163,33,33
P5729,2024-01-15,138,39,86
P5730,2024-01-13,107,11,54
P5731,2024-01-13,204,31,47
P5732,2024-01-16,82,47,28
P5733,2024-01-28,102,58,94
P5734,2024-01-22,107,14,84
P5735,2024-01-01,144,48,65
P5736,2024-01-04,150,33,34
P5737,2024-01-25,32,39,74
P5738,2024-01-30,208,34,26
P5739,2024-01-11,76,12,70
P5740,2024-01-03,70,51,85
P5741,2024-01-20,85,32,25
P5742,2024-01-11,212,10,83
